DAY,Section(DE),ROOM1,8-9,ROOM2,9-10,ROOM3,10-11,ROOM4,11-12,ROOM5,12-1,ROOM6,1-2,ROOM7,3-4,ROOM8,4-5,ROOM9,5-6
THU,DOS_CS-23,---,X,---,X,---,X,C25-A-213,DOS(DE),---,X,---,X,---,X,---,X,---,X
THU,DOS_CS-24,---,X,---,X,---,X,---,X,---,X,C25-A-210,DOS(DE),---,X,---,X,---,X
THU,DOS_CS-25,---,X,---,X,---,X,C25-A-301,DOS(DE),---,X,---,X,---,X,---,X,---,X
THU,DOS_CS-26,---,X,---,X,---,X,---,X,---,X,C25-A-211,DOS(DE),---,X,---,X,---,X
THU,LLM_CS-1,---,X,---,X,---,X,C25-A-306,LLM(DE),---,X,---,X,---,X,---,X,---,X
THU,LLM_CS-2,---,X,---,X,---,X,---,X,---,X,C25-A-213,LLM(DE),---,X,---,X,---,X
THU,CI_CS-1,---,X,---,X,---,X,---,X,C25-A-006,CI(DE),---,X,---,X,---,X,---,X
THU,CI_CS-2,---,X,---,X,---,X,---,X,---,X,---,X,---,X,---,X,---,X
THU,CI_CS-3,---,X,---,X,---,X,---,X,C25-A-007,CI(DE),---,X,---,X,---,X,---,X
THU,CI_CS-4,---,X,---,X,---,X,---,X,---,X,---,X,---,X,---,X,---,X
THU,CI_CS-5,---,X,---,X,---,X,---,X,C25-A-008,CI(DE),---,X,---,X,---,X,---,X
THU,CI_CS-6,---,X,---,X,---,X,---,X,---,X,---,X,---,X,---,X,---,X
THU,CI_CS-7,---,X,---,X,---,X,---,X,C25-A-009,CI(DE),---,X,---,X,---,X,---,X
THU,CI_CS-8,---,X,---,X,---,X,---,X,---,X,---,X,---,X,---,X,---,X
THU,CI_CS-9,---,X,---,X,---,X,---,X,C25-A-211,CI(DE),---,X,---,X,---,X,---,X
THU,CI_CS-10,---,X,---,X,---,X,---,X,C25-A-213,CI(DE),---,X,---,X,---,X,---,X
THU,DMDW_CS-1,---,X,---,X,---,X,---,X,---,X,---,X,---,X,---,X,---,X
THU,DMDW_CS-2,---,X,---,X,---,X,---,X,C25-A-301,DMDW(DE),---,X,---,X,---,X,---,X
THU,DMDW_CS-3,---,X,---,X,---,X,---,X,---,X,---,X,---,X,---,X,---,X
THU,DMDW_CS-4,---,X,---,X,---,X,---,X,C25-A-306,DMDW(DE),---,X,---,X,---,X,---,X
THU,DMDW_CS-5,---,X,---,X,---,X,---,X,---,X,---,X,---,X,---,X,---,X
THU,DMDW_CS-6,---,X,---,X,---,X,---,X,C25-A-307,DMDW(DE),---,X,---,X,---,X,---,X
THU,DMDW_CS-7,---,X,---,X,---,X,---,X,---,X,---,X,---,X,---,X,---,X
THU,DMDW_CS-8,---,X,---,X,---,X,---,X,C25-A-308,DMDW(DE),---,X,---,X,---,X,---,X
THU,DMDW_CS-9,---,X,---,X,---,X,---,X,---,X,---,X,---,X,---,X,---,X
THU,DMDW_CS-10,---,X,---,X,---,X,---,X,C25-A-309,DMDW(DE),---,X,---,X,---,X,---,X
THU,DMDW_CS-11,---,X,---,X,---,X,---,X,C25-A-310,DMDW(DE),---,X,---,X,---,X,---,X
THU,DMDW_CS-12,---,X,---,X,---,X,---,X,---,X,---,X,---,X,---,X,---,X
THU,DMDW_CS-13,---,X,---,X,---,X,---,X,C25-A-313,DMDW(DE),---,X,---,X,---,X,---,X
THU,DMDW_CS-14,---,X,---,X,---,X,---,X,---,X,---,X,---,X,---,X,---,X
THU,DMDW_CS-15,---,X,---,X,---,X,---,X,C25-B-322,DMDW(DE),---,X,---,X,---,X,---,X
THU,DMDW_CS-16,---,X,---,X,---,X,---,X,---,X,---,X,---,X,---,X,---,X
THU,DMDW_CS-17,---,X,---,X,---,X,---,X,C25-A-010,DMDW(DE),---,X,---,X,---,X,---,X
THU,DMDW_CS-18,---,X,---,X,---,X,---,X,---,X,---,X,---,X,---,X,---,X
THU,DMDW_CS-19,---,X,---,X,---,X,---,X,C25-A-011,DMDW(DE),---,X,---,X,---,X,---,X
THU,DMDW_CS-20,---,X,---,X,---,X,---,X,---,X,---,X,---,X,---,X,---,X
THU,DMDW_CS-21,---,X,---,X,---,X,---,X,C25-A-101,DMDW(DE),---,X,---,X,---,X,---,X
THU,DMDW_CS-22,---,X,---,X,---,X,---,X,---,X,---,X,---,X,---,X,---,X
THU,DMDW_CS-23,---,X,---,X,---,X,---,X,C25-A-106,DMDW(DE),---,X,---,X,---,X,---,X
THU,DMDW_CS-24,---,X,---,X,---,X,---,X,C25-A-107,DMDW(DE),---,X,---,X,---,X,---,X
THU,DMDW_CS-25,---,X,---,X,---,X,---,X,---,X,---,X,---,X,---,X,---,X
THU,DMDW_CS-26,---,X,---,X,---,X,---,X,C25-A-108,DMDW(DE),---,X,---,X,---,X,---,X
THU,DMDW_CS-27,---,X,---,X,---,X,---,X,C25-A-109,DMDW(DE),---,X,---,X,---,X,---,X
THU,DMDW_CS-28,---,X,---,X,---,X,---,X,---,X,---,X,---,X,---,X,---,X
THU,DMDW_CS-29,---,X,---,X,---,X,---,X,C25-A-110,DMDW(DE),---,X,---,X,---,X,---,X
THU,DMDW_CS-30,---,X,---,X,---,X,---,X,---,X,---,X,---,X,---,X,---,X
THU,DMDW_CS-31,---,X,---,X,---,X,---,X,C25-A-111,DMDW(DE),---,X,---,X,---,X,---,X
THU,DMDW_CS-32,---,X,---,X,---,X,---,X,---,X,---,X,---,X,---,X,---,X
THU,DMDW_CS-33,---,X,---,X,---,X,---,X,C25-A-113,DMDW(DE),---,X,---,X,---,X,---,X
THU,DMDW_CS-34,---,X,---,X,---,X,---,X,---,X,---,X,---,X,---,X,---,X
THU,DMDW_CS-35,---,X,---,X,---,X,---,X,C25-A-201,DMDW(DE),---,X,---,X,---,X,---,X
THU,IP_CS-1,---,X,---,X,---,X,---,X,---,X,---,X,---,X,---,X,---,X
THU,IP_CS-2,---,X,---,X,---,X,---,X,C25-A-206,IP(DE),---,X,---,X,---,X,---,X
THU,IP_CS-3,---,X,---,X,---,X,---,X,---,X,---,X,---,X,---,X,---,X
THU,AI_IT-1,---,X,---,X,---,X,C25-A-307,AI(DE),---,X,---,X,---,X,---,X,---,X
THU,AI_IT-2,---,X,---,X,---,X,---,X,---,X,C25-A-301,AI(DE),---,X,---,X,---,X
THU,AI_IT-3,---,X,---,X,---,X,---,X,---,X,C25-B-316,AI(DE),---,X,---,X,---,X
THU,AI_IT-4,---,X,---,X,---,X,---,X,---,X,C25-A-306,AI(DE),---,X,---,X,---,X
THU,AI_IT-5,---,X,---,X,---,X,C25-A-309,AI(DE),---,X,---,X,---,X,---,X,---,X
THU,BD_IT-1,---,X,---,X,---,X,---,X,C25-A-207,BD(DE),---,X,---,X,---,X,---,X
THU,BD_IT-2,---,X,---,X,---,X,---,X,---,X,---,X,---,X,---,X,---,X
THU,BD_IT-3,---,X,---,X,---,X,---,X,C25-A-208,BD(DE),---,X,---,X,---,X,---,X
THU,BD_IT-4,---,X,---,X,---,X,---,X,---,X,---,X,---,X,---,X,---,X
THU,BD_IT-5,---,X,---,X,---,X,---,X,---,X,---,X,---,X,---,X,---,X
THU,DSA_CE-1,---,X,---,X,---,X,---,X,---,X,C25-A-307,DSA(DE),---,X,---,X,---,X
THU,DSA_CE-2,---,X,---,X,---,X,C25-A-310,DSA(DE),---,X,---,X,---,X,---,X,---,X
THU,DSA_CE-3,---,X,---,X,---,X,C25-A-311,DSA(DE),---,X,---,X,---,X,---,X,---,X
THU,CI_CE-1,---,X,---,X,---,X,---,X,C25-A-209,CI(DE),---,X,---,X,---,X,---,X
THU,IOT_CE-1,---,X,---,X,---,X,---,X,---,X,---,X,---,X,---,X,---,X
THU,IOT_CE-2,---,X,---,X,---,X,---,X,C25-A-210,IOT(DE),---,X,---,X,---,X,---,X
THU,AI_SE-1,---,X,---,X,---,X,---,X,---,X,C25-A-308,AI(DE),---,X,---,X,---,X
THU,AI_SE-2,---,X,---,X,---,X,C25-A-313,AI(DE),---,X,---,X,---,X,---,X,---,X
THU,AI_SE-3,---,X,---,X,---,X,C25-B-322,AI(DE),---,X,---,X,---,X,---,X,---,X
THU,ML_SE-1,---,X,---,X,---,X,---,X,---,X,---,X,---,X,---,X,---,X
THU,ML_SE-2,---,X,---,X,---,X,---,X,C25-A-311,ML(DE),---,X,---,X,---,X,---,X
THU,ML_SE-3,---,X,---,X,---,X,---,X,C25-A-001,ML(DE),---,X,---,X,---,X,---,X
,,,,,,,,,,,,,,,,,,,
FRI,HPC_CS-1,---,X,---,X,---,X,---,X,---,X,---,X,---,X,---,X,---,X
FRI,HPC_CS-2,---,X,---,X,---,X,---,X,C25-A-001,HPC(DE),---,X,---,X,---,X,---,X
FRI,HPC_CS-3,---,X,---,X,---,X,---,X,---,X,---,X,---,X,---,X,---,X
FRI,HPC_CS-4,---,X,---,X,---,X,---,X,C25-A-006,HPC(DE),---,X,---,X,---,X,---,X
FRI,HPC_CS-5,---,X,---,X,---,X,---,X,---,X,---,X,---,X,---,X,---,X
FRI,HPC_CS-6,---,X,---,X,---,X,---,X,C25-A-007,HPC(DE),---,X,---,X,---,X,---,X
FRI,HPC_CS-7,---,X,---,X,---,X,---,X,---,X,---,X,---,X,---,X,---,X
FRI,HPC_CS-8,---,X,---,X,---,X,---,X,---,X,---,X,---,X,---,X,---,X
FRI,HPC_CS-9,---,X,---,X,---,X,---,X,C25-A-009,HPC(DE),---,X,---,X,---,X,---,X
FRI,HPC_CS-10,---,X,---,X,---,X,---,X,---,X,---,X,---,X,---,X,---,X
FRI,HPC_CS-11,---,X,---,X,---,X,---,X,C25-A-010,HPC(DE),---,X,---,X,---,X,---,X
FRI,HPC_CS-12,---,X,---,X,---,X,---,X,---,X,---,X,---,X,---,X,---,X
FRI,HPC_CS-13,---,X,---,X,---,X,---,X,C25-A-011,HPC(DE),---,X,---,X,---,X,---,X
FRI,HPC_CS-14,---,X,---,X,---,X,---,X,---,X,---,X,---,X,---,X,---,X
FRI,HPC_CS-15,---,X,---,X,---,X,---,X,C25-A-101,HPC(DE),---,X,---,X,---,X,---,X
FRI,HPC_CS-16,---,X,---,X,---,X,---,X,---,X,---,X,---,X,---,X,---,X
FRI,HPC_CS-17,---,X,---,X,---,X,---,X,C25-A-106,HPC(DE),---,X,---,X,---,X,---,X
FRI,HPC_CS-18,---,X,---,X,---,X,---,X,---,X,---,X,---,X,---,X,---,X
FRI,HPC_CS-19,---,X,---,X,---,X,---,X,---,X,---,X,---,X,---,X,---,X
FRI,HPC_CS-20,---,X,---,X,---,X,---,X,C25-A-107,HPC(DE),---,X,---,X,---,X,---,X
FRI,DOS_CS-1,---,X,---,X,---,X,---,X,---,X,---,X,---,X,---,X,---,X
FRI,DOS_CS-2,---,X,---,X,---,X,---,X,C25-A-108,DOS(DE),---,X,---,X,---,X,---,X
FRI,DOS_CS-3,---,X,---,X,---,X,---,X,---,X,---,X,---,X,---,X,---,X
FRI,DOS_CS-4,---,X,---,X,---,X,---,X,C25-A-109,DOS(DE),---,X,---,X,---,X,---,X
FRI,DOS_CS-5,---,X,---,X,---,X,---,X,---,X,---,X,---,X,---,X,---,X
FRI,DOS_CS-6,---,X,---,X,---,X,---,X,C25-A-110,DOS(DE),---,X,---,X,---,X,---,X
FRI,DOS_CS-7,---,X,---,X,---,X,---,X,---,X,---,X,---,X,---,X,---,X
FRI,DOS_CS-8,---,X,---,X,---,X,---,X,C25-A-111,DOS(DE),---,X,---,X,---,X,---,X
FRI,DOS_CS-9,---,X,---,X,---,X,---,X,---,X,---,X,---,X,---,X,---,X
FRI,DOS_CS-10,---,X,---,X,---,X,---,X,C25-A-113,DOS(DE),---,X,---,X,---,X,---,X
FRI,DOS_CS-11,---,X,---,X,---,X,---,X,---,X,---,X,---,X,---,X,---,X
FRI,DOS_CS-12,---,X,---,X,---,X,---,X,C25-A-201,DOS(DE),---,X,---,X,---,X,---,X
FRI,DOS_CS-13,---,X,---,X,---,X,---,X,---,X,---,X,---,X,---,X,---,X
FRI,DOS_CS-14,---,X,---,X,---,X,---,X,C25-A-206,DOS(DE),---,X,---,X,---,X,---,X
FRI,DOS_CS-15,---,X,---,X,---,X,---,X,---,X,---,X,---,X,---,X,---,X
FRI,DOS_CS-16,---,X,---,X,---,X,---,X,C25-A-207,DOS(DE),---,X,---,X,---,X,---,X
FRI,DOS_CS-17,---,X,---,X,---,X,---,X,---,X,---,X,---,X,---,X,---,X
FRI,DOS_CS-18,---,X,---,X,---,X,---,X,C25-A-208,DOS(DE),---,X,---,X,---,X,---,X
FRI,DOS_CS-19,---,X,---,X,---,X,---,X,C25-A-209,DOS(DE),---,X,---,X,---,X,---,X
FRI,DOS_CS-20,---,X,---,X,---,X,---,X,---,X,---,X,---,X,---,X,---,X
FRI,DOS_CS-21,---,X,---,X,---,X,---,X,C25-A-210,DOS(DE),---,X,---,X,---,X,---,X
FRI,DOS_CS-22,---,X,---,X,---,X,---,X,C25-A-211,DOS(DE),---,X,---,X,---,X,---,X
FRI,DOS_CS-23,---,X,---,X,---,X,---,X,C25-A-213,DOS(DE),---,X,---,X,---,X,---,X
FRI,DOS_CS-24,---,X,---,X,---,X,---,X,---,X,---,X,---,X,---,X,---,X
FRI,DOS_CS-25,---,X,---,X,---,X,---,X,C25-A-301,DOS(DE),---,X,---,X,---,X,---,X
FRI,DOS_CS-26,---,X,---,X,---,X,---,X,---,X,---,X,---,X,---,X,---,X
FRI,LLM_CS-1,---,X,---,X,---,X,---,X,C25-A-306,LLM(DE),---,X,---,X,---,X,---,X
FRI,LLM_CS-2,---,X,---,X,---,X,---,X,---,X,---,X,---,X,---,X,---,X
FRI,CI_CS-1,---,X,---,X,---,X,---,X,---,X,C25-A-006,CI(DE),---,X,---,X,---,X
FRI,CI_CS-2,---,X,---,X,---,X,C25-A-001,CI(DE),---,X,---,X,---,X,---,X,---,X
FRI,CI_CS-3,---,X,---,X,---,X,---,X,---,X,C25-A-007,CI(DE),---,X,---,X,---,X
FRI,CI_CS-4,---,X,---,X,---,X,C25-A-006,CI(DE),---,X,---,X,---,X,---,X,---,X
FRI,CI_CS-5,---,X,---,X,---,X,---,X,---,X,C25-A-008,CI(DE),---,X,---,X,---,X
FRI,CI_CS-6,---,X,---,X,---,X,C25-A-007,CI(DE),---,X,---,X,---,X,---,X,---,X
FRI,CI_CS-7,---,X,---,X,---,X,---,X,---,X,C25-A-009,CI(DE),---,X,---,X,---,X
FRI,CI_CS-8,---,X,---,X,---,X,C25-A-008,CI(DE),---,X,---,X,---,X,---,X,---,X
FRI,CI_CS-9,---,X,---,X,---,X,---,X,---,X,C25-A-211,CI(DE),---,X,---,X,---,X
FRI,CI_CS-10,---,X,---,X,---,X,---,X,---,X,C25-A-213,CI(DE),---,X,---,X,---,X
FRI,DMDW_CS-1,---,X,---,X,---,X,C25-A-208,DMDW(DE),---,X,---,X,---,X,---,X,---,X
FRI,DMDW_CS-2,---,X,---,X,---,X,---,X,---,X,C25-A-301,DMDW(DE),---,X,---,X,---,X
FRI,DMDW_CS-3,---,X,---,X,---,X,C25-A-209,DMDW(DE),---,X,---,X,---,X,---,X,---,X
FRI,DMDW_CS-4,---,X,---,X,---,X,---,X,---,X,C25-A-306,DMDW(DE),---,X,---,X,---,X
FRI,DMDW_CS-5,---,X,---,X,---,X,C25-A-210,DMDW(DE),---,X,---,X,---,X,---,X,---,X
FRI,DMDW_CS-6,---,X,---,X,---,X,---,X,---,X,C25-A-307,DMDW(DE),---,X,---,X,---,X
FRI,DMDW_CS-7,---,X,---,X,---,X,C25-A-211,DMDW(DE),---,X,---,X,---,X,---,X,---,X
FRI,DMDW_CS-8,---,X,---,X,---,X,---,X,---,X,C25-A-308,DMDW(DE),---,X,---,X,---,X
FRI,DMDW_CS-9,---,X,---,X,---,X,C25-A-213,DMDW(DE),---,X,---,X,---,X,---,X,---,X
FRI,DMDW_CS-10,---,X,---,X,---,X,---,X,---,X,C25-A-309,DMDW(DE),---,X,---,X,---,X
FRI,DMDW_CS-11,---,X,---,X,---,X,---,X,---,X,C25-A-310,DMDW(DE),---,X,---,X,---,X
FRI,DMDW_CS-12,---,X,---,X,---,X,C25-A-301,DMDW(DE),---,X,---,X,---,X,---,X,---,X
FRI,DMDW_CS-13,---,X,---,X,---,X,---,X,---,X,C25-A-313,DMDW(DE),---,X,---,X,---,X
FRI,DMDW_CS-14,---,X,---,X,---,X,C25-A-307,DMDW(DE),---,X,---,X,---,X,---,X,---,X
FRI,DMDW_CS-15,---,X,---,X,---,X,---,X,---,X,C25-B-220,DMDW(DE),---,X,---,X,---,X
FRI,DMDW_CS-16,---,X,---,X,---,X,C25-A-308,DMDW(DE),---,X,---,X,---,X,---,X,---,X
FRI,DMDW_CS-17,---,X,---,X,---,X,---,X,---,X,C25-A-010,DMDW(DE),---,X,---,X,---,X
FRI,DMDW_CS-18,---,X,---,X,---,X,C25-A-009,DMDW(DE),---,X,---,X,---,X,---,X,---,X
FRI,DMDW_CS-19,---,X,---,X,---,X,---,X,---,X,C25-A-011,DMDW(DE),---,X,---,X,---,X
FRI,DMDW_CS-20,---,X,---,X,---,X,C25-A-010,DMDW(DE),---,X,---,X,---,X,---,X,---,X
FRI,DMDW_CS-21,---,X,---,X,---,X,---,X,---,X,C25-A-101,DMDW(DE),---,X,---,X,---,X
FRI,DMDW_CS-22,---,X,---,X,---,X,C25-A-011,DMDW(DE),---,X,---,X,---,X,---,X,---,X
FRI,DMDW_CS-23,---,X,---,X,---,X,---,X,---,X,C25-A-106,DMDW(DE),---,X,---,X,---,X
FRI,DMDW_CS-24,---,X,---,X,---,X,---,X,---,X,C25-A-107,DMDW(DE),---,X,---,X,---,X
FRI,DMDW_CS-25,---,X,---,X,---,X,C25-A-101,DMDW(DE),---,X,---,X,---,X,---,X,---,X
FRI,DMDW_CS-26,---,X,---,X,---,X,---,X,---,X,C25-A-108,DMDW(DE),---,X,---,X,---,X
FRI,DMDW_CS-27,---,X,---,X,---,X,---,X,---,X,C25-A-109,DMDW(DE),---,X,---,X,---,X
FRI,DMDW_CS-28,---,X,---,X,---,X,C25-A-106,DMDW(DE),---,X,---,X,---,X,---,X,---,X
FRI,DMDW_CS-29,---,X,---,X,---,X,---,X,---,X,C25-A-110,DMDW(DE),---,X,---,X,---,X
FRI,DMDW_CS-30,---,X,---,X,---,X,C25-A-107,DMDW(DE),---,X,---,X,---,X,---,X,---,X
FRI,DMDW_CS-31,---,X,---,X,---,X,---,X,---,X,C25-A-111,DMDW(DE),---,X,---,X,---,X
FRI,DMDW_CS-32,---,X,---,X,---,X,C25-A-108,DMDW(DE),---,X,---,X,---,X,---,X,---,X
FRI,DMDW_CS-33,---,X,---,X,---,X,---,X,---,X,C25-A-113,DMDW(DE),---,X,---,X,---,X
FRI,DMDW_CS-34,---,X,---,X,---,X,C25-A-109,DMDW(DE),---,X,---,X,---,X,---,X,---,X
FRI,DMDW_CS-35,---,X,---,X,---,X,---,X,---,X,C25-A-201,DMDW(DE),---,X,---,X,---,X
FRI,IP_CS-1,---,X,---,X,---,X,C25-A-110,IP(DE),---,X,---,X,---,X,---,X,---,X
FRI,IP_CS-2,---,X,---,X,---,X,---,X,---,X,C25-A-206,IP(DE),---,X,---,X,---,X
FRI,IP_CS-3,---,X,---,X,---,X,C25-A-111,IP(DE),---,X,---,X,---,X,---,X,---,X
FRI,AI_IT-1,---,X,---,X,---,X,---,X,C25-A-307,AI(DE),---,X,---,X,---,X,---,X
FRI,AI_IT-2,---,X,---,X,---,X,---,X,---,X,---,X,---,X,---,X,---,X
FRI,AI_IT-3,---,X,---,X,---,X,---,X,C25-A-308,X,---,X,---,X,---,X,---,X
FRI,AI_IT-4,---,X,---,X,---,X,---,X,---,X,---,X,---,X,---,X,---,X
FRI,AI_IT-5,---,X,---,X,---,X,---,X,C25-A-309,AI(DE),---,X,---,X,---,X,---,X
FRI,BD_IT-1,---,X,---,X,---,X,---,X,---,X,C25-A-207,BD(DE),---,X,---,X,---,X
FRI,BD_IT-2,---,X,---,X,---,X,C25-A-113,BD(DE),---,X,---,X,---,X,---,X,---,X
FRI,BD_IT-3,---,X,---,X,---,X,---,X,---,X,C25-A-208,BD(DE),---,X,---,X,---,X
FRI,BD_IT-4,---,X,---,X,---,X,C25-A-201,BD(DE),---,X,---,X,---,X,---,X,---,X
FRI,BD_IT-5,---,X,---,X,---,X,C25-A-206,BD(DE),---,X,---,X,---,X,---,X,---,X
FRI,DSA_CE-1,---,X,---,X,---,X,---,X,---,X,---,X,---,X,---,X,---,X
FRI,DSA_CE-2,---,X,---,X,---,X,---,X,C25-A-310,DSA(DE),---,X,---,X,---,X,---,X
FRI,DSA_CE-3,---,X,---,X,---,X,---,X,C25-A-311,DSA(DE),---,X,---,X,---,X,---,X
FRI,CI_CE-1,---,X,---,X,---,X,---,X,---,X,C25-A-209,CI(DE),---,X,---,X,---,X
FRI,IOT_CE-1,---,X,---,X,---,X,C25-A-207,IOT(DE),---,X,---,X,---,X,---,X,---,X
FRI,IOT_CE-2,---,X,---,X,---,X,---,X,---,X,C25-A-210,IOT(DE),---,X,---,X,---,X
FRI,AI_SE-1,---,X,---,X,---,X,---,X,---,X,---,X,---,X,---,X,---,X
FRI,AI_SE-2,---,X,---,X,---,X,---,X,C25-A-313,AI(DE),---,X,---,X,---,X,---,X
FRI,AI_SE-3,---,X,---,X,---,X,---,X,C25-B-220,AI(DE),---,X,---,X,---,X,---,X
FRI,ML_SE-1,---,X,---,X,---,X,C25-A-306,ML(DE),---,X,---,X,---,X,---,X,---,X
FRI,ML_SE-2,---,X,---,X,---,X,---,X,---,X,C25-A-311,ML(DE),---,X,---,X,---,X
FRI,ML_SE-3,---,X,---,X,---,X,---,X,---,X,C25-A-001,ML(DE),---,X,---,X,---,X
,,,,,,,,,,,,,,,,,,,
